method,split,task,regime,mean_success,ci95_success,mean_containment_rate,ci95_containment_rate,mean_state_corruption,ci95_state_corruption,mean_cascade_rate,ci95_cascade_rate,mean_damage,ci95_damage,mean_false_halt,ci95_false_halt,mean_recovery_success,ci95_recovery_success,mean_escalation_precision,ci95_escalation_precision,mean_containment_latency,ci95_containment_latency,mean_recovery_cost,ci95_recovery_cost,mean_regret_to_oracle,ci95_regret_to_oracle,groups
reactive_retry_recovery,nominal,mobile_manip_delivery,cross_level_cascading_failure,0.4473,0.036,0.3554,0.05,0.1122,0.0287,0.1803,0.0362,0.068,0.0141,0.1259,0.0317,0.3639,0.0243,0.3565,0.0155,0.8244,0.0121,0.2318,0.0041,0.3129,0.0348,7
reactive_retry_recovery,nominal,mobile_manip_delivery,perception_glitch,0.5425,0.0333,0.3912,0.0336,0.0612,0.0156,0.0867,0.0232,0.0527,0.0183,0.1633,0.0232,0.3469,0.0399,0.3488,0.0165,0.6948,0.0087,0.232,0.0039,0.1854,0.0534,7
reactive_retry_recovery,nominal,mobile_manip_delivery,precondition_drift,0.5476,0.0494,0.3367,0.0321,0.1088,0.0213,0.1122,0.0283,0.034,0.0061,0.0969,0.0079,0.3759,0.0317,0.3554,0.0084,0.7043,0.0104,0.219,0.0066,0.2211,0.0673,7
reactive_retry_recovery,nominal,mobile_manip_delivery,recovery_budget_exhaustion,0.4711,0.0455,0.3793,0.0324,0.1054,0.0285,0.1667,0.0283,0.0408,0.019,0.148,0.0374,0.335,0.0418,0.3575,0.0091,0.7653,0.0141,0.2262,0.0072,0.2721,0.0637,7
reactive_retry_recovery,nominal,mobile_manip_delivery,subgoal_drift,0.5119,0.0169,0.3673,0.0393,0.0918,0.0282,0.1173,0.0213,0.0408,0.0112,0.1224,0.0313,0.3503,0.0488,0.3537,0.0145,0.7106,0.0169,0.2317,0.0067,0.2228,0.0273,7
reactive_retry_recovery,nominal,peg_assembly,actuator_slip,0.5578,0.0566,0.3929,0.031,0.0459,0.0206,0.1139,0.0168,0.0391,0.015,0.1276,0.0258,0.3639,0.0472,0.3501,0.0077,0.7278,0.0084,0.2266,0.0027,0.2143,0.0562,7
reactive_retry_recovery,nominal,peg_assembly,contact_instability,0.4779,0.0271,0.3605,0.0263,0.0782,0.0209,0.1276,0.0141,0.0663,0.016,0.1378,0.0215,0.3759,0.0685,0.3518,0.0094,0.7485,0.01,0.221,0.0038,0.267,0.0384,7
reactive_retry_recovery,nominal,peg_assembly,cross_level_cascading_failure,0.4371,0.0287,0.3639,0.0483,0.1429,0.026,0.199,0.0425,0.0748,0.0258,0.1173,0.0206,0.3537,0.038,0.3506,0.0124,0.8356,0.0137,0.2283,0.0039,0.2704,0.0485,7
reactive_retry_recovery,nominal,peg_assembly,perception_glitch,0.568,0.0309,0.4286,0.0374,0.0629,0.0208,0.1088,0.0257,0.0459,0.018,0.1224,0.0243,0.3878,0.0287,0.3423,0.0125,0.6964,0.0109,0.2315,0.005,0.1616,0.0472,7
reactive_retry_recovery,nominal,peg_assembly,precondition_drift,0.483,0.0317,0.3707,0.0459,0.0918,0.0122,0.1173,0.0271,0.051,0.0278,0.1361,0.037,0.3724,0.0214,0.3682,0.0124,0.716,0.0139,0.2294,0.0058,0.2432,0.0727,7
reactive_retry_recovery,nominal,peg_assembly,recovery_budget_exhaustion,0.4609,0.0508,0.3622,0.0463,0.1003,0.0227,0.1548,0.0326,0.0646,0.0233,0.1395,0.0325,0.3673,0.0224,0.3573,0.0152,0.7705,0.0202,0.2306,0.006,0.2585,0.0648,7
reactive_retry_recovery,nominal,peg_assembly,subgoal_drift,0.4524,0.0216,0.3316,0.0358,0.1122,0.0215,0.1463,0.0189,0.051,0.0202,0.131,0.0367,0.381,0.0417,0.3526,0.0103,0.7243,0.0134,0.2284,0.0058,0.2789,0.0387,7
reactive_retry_recovery,nominal,tool_use_sequence,actuator_slip,0.5544,0.0367,0.369,0.0438,0.0612,0.0119,0.1037,0.0208,0.0272,0.0111,0.148,0.0363,0.3503,0.0384,0.3528,0.0084,0.7349,0.0125,0.2312,0.007,0.2364,0.0515,7
reactive_retry_recovery,nominal,tool_use_sequence,contact_instability,0.5323,0.0425,0.3724,0.0416,0.0833,0.0222,0.1173,0.0224,0.0408,0.0168,0.1395,0.0363,0.3827,0.029,0.3522,0.0047,0.7286,0.0155,0.2266,0.0059,0.2432,0.0567,7
reactive_retry_recovery,nominal,tool_use_sequence,cross_level_cascading_failure,0.4252,0.0325,0.3384,0.0352,0.1293,0.0382,0.1973,0.0325,0.0578,0.0139,0.1224,0.015,0.3418,0.0189,0.3491,0.0103,0.8344,0.0088,0.2291,0.0068,0.2925,0.0463,7
reactive_retry_recovery,nominal,tool_use_sequence,perception_glitch,0.5901,0.0416,0.3333,0.0384,0.068,0.0067,0.1156,0.0202,0.0476,0.0102,0.1582,0.0309,0.4048,0.0609,0.3532,0.0112,0.6949,0.012,0.2273,0.0043,0.1616,0.0714,7
reactive_retry_recovery,nominal,tool_use_sequence,precondition_drift,0.5289,0.0493,0.3469,0.0316,0.0901,0.0203,0.1327,0.0241,0.0612,0.0139,0.131,0.0384,0.3759,0.0416,0.3558,0.0109,0.7086,0.0134,0.2236,0.0065,0.1854,0.0709,7
reactive_retry_recovery,nominal,tool_use_sequence,recovery_budget_exhaustion,0.5085,0.0452,0.3656,0.0321,0.0918,0.0226,0.1565,0.0332,0.0425,0.0183,0.1088,0.0236,0.3741,0.037,0.3451,0.0146,0.761,0.0119,0.2182,0.005,0.2517,0.0513,7
reactive_retry_recovery,nominal,tool_use_sequence,subgoal_drift,0.4711,0.0449,0.3878,0.0341,0.0969,0.02,0.1446,0.0206,0.051,0.0167,0.1224,0.0373,0.3146,0.0227,0.3656,0.0091,0.7277,0.0119,0.2267,0.0076,0.2738,0.0455,7
uncertainty_halt_policy,combined_cascade_stress,bimanual_handoff,actuator_slip,0.4762,0.0338,0.3333,0.0429,0.0714,0.0191,0.1429,0.0314,0.0408,0.0086,0.2143,0.0269,0.2398,0.0303,0.3118,0.0057,0.8947,0.013,0.2317,0.0055,0.2466,0.0406,7
uncertainty_halt_policy,combined_cascade_stress,bimanual_handoff,contact_instability,0.3895,0.0387,0.3078,0.032,0.0969,0.0246,0.1905,0.0314,0.0833,0.0169,0.2483,0.0573,0.2534,0.0182,0.3031,0.0095,0.9808,0.0154,0.238,0.0054,0.3554,0.0271,7
uncertainty_halt_policy,combined_cascade_stress,bimanual_handoff,cross_level_cascading_failure,0.2449,0.0541,0.2704,0.0237,0.2211,0.0391,0.2993,0.029,0.0901,0.0233,0.216,0.0347,0.1939,0.0571,0.3127,0.0133,1.1382,0.0134,0.2286,0.0044,0.4762,0.06,7
uncertainty_halt_policy,combined_cascade_stress,bimanual_handoff,perception_glitch,0.4507,0.0351,0.2636,0.0487,0.0969,0.018,0.1565,0.0389,0.0578,0.0139,0.2313,0.0313,0.2772,0.0363,0.3079,0.0054,0.881,0.0193,0.2295,0.0087,0.3112,0.0495,7
uncertainty_halt_policy,combined_cascade_stress,bimanual_handoff,precondition_drift,0.3861,0.0472,0.284,0.0389,0.1463,0.0296,0.1837,0.0233,0.0714,0.0176,0.2126,0.0399,0.25,0.0279,0.3095,0.0128,0.9064,0.0192,0.2362,0.0065,0.3452,0.0609,7
uncertainty_halt_policy,combined_cascade_stress,bimanual_handoff,recovery_budget_exhaustion,0.2891,0.0344,0.2874,0.0372,0.1514,0.0329,0.2262,0.0338,0.0663,0.0274,0.2245,0.0351,0.2143,0.0322,0.3154,0.0122,1.0089,0.0101,0.2361,0.0091,0.3946,0.0554,7
uncertainty_halt_policy,combined_cascade_stress,bimanual_handoff,subgoal_drift,0.3759,0.0553,0.2993,0.0354,0.1939,0.037,0.1888,0.0246,0.0561,0.0195,0.2551,0.0419,0.2381,0.021,0.3144,0.0113,0.9205,0.0092,0.2314,0.0076,0.3282,0.0745,7
uncertainty_halt_policy,combined_cascade_stress,drawer_retrieval,actuator_slip,0.5289,0.0269,0.2976,0.0656,0.0663,0.01,0.1548,0.0314,0.051,0.0159,0.1769,0.043,0.2398,0.0402,0.3142,0.011,0.8746,0.0118,0.2304,0.0044,0.2177,0.0428,7
uncertainty_halt_policy,combined_cascade_stress,drawer_retrieval,contact_instability,0.4252,0.0268,0.2891,0.0237,0.1105,0.0167,0.1752,0.0355,0.0561,0.0132,0.2041,0.0365,0.2245,0.0389,0.3158,0.0064,0.9366,0.0109,0.2295,0.0057,0.335,0.052,7
uncertainty_halt_policy,combined_cascade_stress,drawer_retrieval,cross_level_cascading_failure,0.2959,0.0471,0.2857,0.0407,0.1973,0.0215,0.3044,0.0539,0.0782,0.0183,0.2398,0.0402,0.1803,0.0324,0.3068,0.0066,1.0964,0.0083,0.2255,0.0045,0.4065,0.061,7
uncertainty_halt_policy,combined_cascade_stress,drawer_retrieval,perception_glitch,0.4745,0.0336,0.2874,0.0303,0.0918,0.0263,0.1395,0.0258,0.0357,0.0102,0.1939,0.0516,0.2364,0.0358,0.3136,0.0124,0.8669,0.0156,0.2308,0.0041,0.2959,0.0586,7
uncertainty_halt_policy,combined_cascade_stress,drawer_retrieval,precondition_drift,0.4184,0.0537,0.2857,0.0249,0.1497,0.0168,0.182,0.034,0.0765,0.0209,0.2398,0.0487,0.25,0.0334,0.3111,0.0058,0.8825,0.0108,0.238,0.0051,0.3265,0.078,7
uncertainty_halt_policy,combined_cascade_stress,drawer_retrieval,recovery_budget_exhaustion,0.3673,0.0303,0.2891,0.037,0.1531,0.032,0.2279,0.02,0.0867,0.0208,0.1922,0.0324,0.1922,0.0236,0.3121,0.0094,0.9634,0.0194,0.2309,0.0051,0.3622,0.0521,7
uncertainty_halt_policy,combined_cascade_stress,drawer_retrieval,subgoal_drift,0.3946,0.0303,0.2772,0.038,0.165,0.0294,0.1837,0.0133,0.0595,0.0135,0.2211,0.0429,0.2806,0.0301,0.3157,0.0131,0.9027,0.0141,0.232,0.0042,0.3367,0.0373,7
uncertainty_halt_policy,combined_cascade_stress,mobile_manip_delivery,actuator_slip,0.4864,0.0476,0.2772,0.0543,0.0782,0.0133,0.1582,0.0538,0.0697,0.0139,0.1871,0.0291,0.2602,0.023,0.31,0.0084,0.8796,0.0236,0.2328,0.0094,0.2653,0.0503,7
uncertainty_halt_policy,combined_cascade_stress,mobile_manip_delivery,contact_instability,0.4167,0.0274,0.2517,0.0303,0.1088,0.02,0.2007,0.0164,0.102,0.0238,0.2177,0.0282,0.2364,0.0299,0.3195,0.0105,0.9556,0.0186,0.2338,0.0057,0.3435,0.0421,7
uncertainty_halt_policy,combined_cascade_stress,mobile_manip_delivery,cross_level_cascading_failure,0.2721,0.0386,0.2925,0.0541,0.2041,0.0271,0.2755,0.0382,0.1003,0.0313,0.2126,0.0187,0.2296,0.0466,0.3117,0.0132,1.131,0.0118,0.2303,0.0026,0.4252,0.0536,7
uncertainty_halt_policy,combined_cascade_stress,mobile_manip_delivery,perception_glitch,0.466,0.0358,0.2942,0.0373,0.1003,0.0283,0.1122,0.0238,0.0544,0.0175,0.2313,0.0391,0.267,0.0301,0.31,0.0104,0.8742,0.0162,0.233,0.0057,0.301,0.044,7
uncertainty_halt_policy,combined_cascade_stress,mobile_manip_delivery,precondition_drift,0.398,0.0301,0.2806,0.0243,0.1565,0.0382,0.1735,0.0345,0.0816,0.029,0.1922,0.0347,0.216,0.0376,0.3123,0.0091,0.9031,0.0107,0.2245,0.006,0.3486,0.0469,7
uncertainty_halt_policy,combined_cascade_stress,mobile_manip_delivery,recovery_budget_exhaustion,0.3044,0.0488,0.3197,0.0332,0.182,0.0455,0.2449,0.0278,0.0782,0.0254,0.2024,0.0318,0.1735,0.0221,0.3129,0.0086,0.9851,0.0164,0.2296,0.0087,0.432,0.0413,7
uncertainty_halt_policy,combined_cascade_stress,mobile_manip_delivery,subgoal_drift,0.3639,0.0309,0.301,0.0304,0.1837,0.037,0.2007,0.0343,0.085,0.0241,0.2143,0.0283,0.2109,0.039,0.3147,0.0132,0.9172,0.0133,0.237,0.005,0.3486,0.037,7
uncertainty_halt_policy,combined_cascade_stress,peg_assembly,actuator_slip,0.4473,0.0387,0.2721,0.0267,0.0663,0.0152,0.1599,0.0309,0.068,0.0373,0.2075,0.0264,0.2704,0.0403,0.3176,0.0093,0.9016,0.0123,0.2321,0.0059,0.2704,0.0446,7
uncertainty_halt_policy,combined_cascade_stress,peg_assembly,contact_instability,0.4201,0.0232,0.2755,0.0343,0.1003,0.0215,0.2075,0.0317,0.0935,0.0193,0.2313,0.0209,0.2534,0.0174,0.3031,0.0123,0.9772,0.0035,0.2343,0.0065,0.3214,0.0345,7
uncertainty_halt_policy,combined_cascade_stress,peg_assembly,cross_level_cascading_failure,0.2143,0.0244,0.2993,0.0307,0.2449,0.0333,0.2993,0.029,0.1003,0.0086,0.2007,0.0285,0.2296,0.0313,0.3067,0.012,1.1357,0.0101,0.2316,0.0026,0.5,0.0306,7
uncertainty_halt_policy,combined_cascade_stress,peg_assembly,perception_glitch,0.4439,0.0393,0.2942,0.048,0.0969,0.0276,0.1378,0.0133,0.0731,0.0187,0.2211,0.0413,0.2687,0.0504,0.3033,0.0082,0.8944,0.0129,0.2336,0.0066,0.301,0.0521,7
uncertainty_halt_policy,combined_cascade_stress,peg_assembly,precondition_drift,0.369,0.0483,0.2993,0.0665,0.1633,0.0258,0.1752,0.0182,0.0833,0.0255,0.2024,0.0244,0.2126,0.0424,0.3135,0.0115,0.9047,0.0141,0.2323,0.0059,0.3844,0.0871,7
uncertainty_halt_policy,combined_cascade_stress,peg_assembly,recovery_budget_exhaustion,0.3333,0.033,0.3163,0.0329,0.1786,0.0342,0.2313,0.0432,0.0663,0.0123,0.2092,0.0367,0.2194,0.0215,0.3212,0.0111,0.9879,0.0072,0.2363,0.0062,0.3861,0.0463,7
uncertainty_halt_policy,combined_cascade_stress,peg_assembly,subgoal_drift,0.3605,0.0366,0.3027,0.0352,0.1701,0.0237,0.1905,0.0279,0.0833,0.021,0.2109,0.0373,0.25,0.0318,0.315,0.0141,0.9189,0.0182,0.2305,0.0053,0.3214,0.0367,7
uncertainty_halt_policy,combined_cascade_stress,tool_use_sequence,actuator_slip,0.5085,0.0248,0.284,0.0495,0.0697,0.029,0.1412,0.023,0.051,0.0195,0.2143,0.0349,0.2347,0.0273,0.3084,0.0058,0.8807,0.0188,0.2265,0.0044,0.25,0.0239,7
uncertainty_halt_policy,combined_cascade_stress,tool_use_sequence,contact_instability,0.4303,0.0418,0.318,0.0466,0.1003,0.0175,0.1956,0.0317,0.0544,0.0152,0.2126,0.0336,0.2398,0.0224,0.3125,0.0047,0.9585,0.0152,0.2331,0.0057,0.3129,0.0665,7
uncertainty_halt_policy,combined_cascade_stress,tool_use_sequence,cross_level_cascading_failure,0.2585,0.0508,0.2789,0.0377,0.2466,0.0214,0.3027,0.0254,0.0867,0.0214,0.1837,0.0349,0.2279,0.032,0.3095,0.0078,1.1322,0.0116,0.2289,0.0073,0.4592,0.0636,7
uncertainty_halt_policy,combined_cascade_stress,tool_use_sequence,perception_glitch,0.4337,0.0509,0.3027,0.0325,0.1105,0.0344,0.1463,0.0309,0.0527,0.019,0.233,0.0287,0.2721,0.0281,0.3223,0.0057,0.8825,0.0129,0.2266,0.0035,0.2959,0.0781,7
uncertainty_halt_policy,combined_cascade_stress,tool_use_sequence,precondition_drift,0.4388,0.0379,0.2874,0.0213,0.1922,0.0459,0.1905,0.0345,0.0544,0.0133,0.2143,0.0384,0.2364,0.0406,0.313,0.0055,0.907,0.0119,0.2324,0.0041,0.3095,0.0486,7
uncertainty_halt_policy,combined_cascade_stress,tool_use_sequence,recovery_budget_exhaustion,0.3061,0.034,0.2636,0.0358,0.1565,0.0241,0.2398,0.0285,0.0629,0.0248,0.1888,0.029,0.2279,0.0457,0.3065,0.0113,0.9791,0.0209,0.2247,0.0073,0.4456,0.0363,7
uncertainty_halt_policy,combined_cascade_stress,tool_use_sequence,subgoal_drift,0.4099,0.0438,0.2891,0.0278,0.1837,0.0305,0.1446,0.0369,0.0629,0.0141,0.2228,0.0237,0.2279,0.0339,0.3087,0.0134,0.9084,0.0154,0.2314,0.0051,0.3418,0.038,7
uncertainty_halt_policy,delayed_escalation,bimanual_handoff,actuator_slip,0.517,0.037,0.3129,0.0282,0.0612,0.0172,0.1224,0.0282,0.0459,0.0172,0.2177,0.0189,0.2636,0.0343,0.3421,0.009,0.8725,0.0215,0.2325,0.0069,0.2534,0.0466,7
uncertainty_halt_policy,delayed_escalation,bimanual_handoff,contact_instability,0.4541,0.0653,0.2891,0.0258,0.1003,0.0233,0.1701,0.0291,0.0782,0.0209,0.2126,0.0303,0.2568,0.0452,0.3357,0.0073,0.9272,0.0086,0.2408,0.0055,0.2704,0.0582,7
uncertainty_halt_policy,delayed_escalation,bimanual_handoff,cross_level_cascading_failure,0.2636,0.0271,0.3146,0.036,0.1718,0.0296,0.2806,0.0292,0.0833,0.0297,0.2194,0.0374,0.2313,0.0152,0.3387,0.0144,1.0778,0.0166,0.2326,0.0112,0.4405,0.0634,7
uncertainty_halt_policy,delayed_escalation,bimanual_handoff,perception_glitch,0.4303,0.02,0.2942,0.0337,0.0986,0.0132,0.102,0.036,0.051,0.0067,0.1803,0.0262,0.2755,0.0369,0.3358,0.0111,0.8631,0.0225,0.2347,0.005,0.3061,0.0425,7
uncertainty_halt_policy,delayed_escalation,bimanual_handoff,precondition_drift,0.4014,0.0263,0.3163,0.0536,0.1378,0.036,0.1871,0.0278,0.0714,0.0169,0.2177,0.0243,0.2415,0.0474,0.3454,0.0129,0.8818,0.0142,0.2323,0.0046,0.3112,0.0515,7
uncertainty_halt_policy,delayed_escalation,bimanual_handoff,recovery_budget_exhaustion,0.3707,0.0369,0.301,0.0258,0.148,0.0301,0.2126,0.0351,0.0986,0.0278,0.2041,0.0187,0.1922,0.0241,0.3373,0.0084,0.9541,0.0137,0.2355,0.0053,0.3231,0.0376,7
uncertainty_halt_policy,delayed_escalation,bimanual_handoff,subgoal_drift,0.4014,0.0508,0.3163,0.0227,0.1497,0.019,0.1922,0.0418,0.0714,0.0102,0.1701,0.0304,0.2347,0.03,0.3452,0.0132,0.8758,0.0145,0.2318,0.0074,0.3367,0.0589,7
uncertainty_halt_policy,delayed_escalation,drawer_retrieval,actuator_slip,0.5051,0.0407,0.3367,0.0304,0.051,0.0098,0.1463,0.0189,0.0561,0.0214,0.1871,0.0226,0.2806,0.0441,0.338,0.0095,0.8375,0.0186,0.2395,0.0069,0.25,0.0514,7
uncertainty_halt_policy,delayed_escalation,drawer_retrieval,contact_instability,0.4677,0.0344,0.3197,0.0399,0.1378,0.0112,0.1803,0.032,0.0646,0.0233,0.2075,0.0175,0.2449,0.0243,0.3459,0.0103,0.9037,0.0123,0.2396,0.0049,0.2891,0.0355,7
uncertainty_halt_policy,delayed_escalation,drawer_retrieval,cross_level_cascading_failure,0.3622,0.0349,0.3248,0.0469,0.1684,0.02,0.3078,0.0424,0.0731,0.0267,0.182,0.0263,0.2296,0.0282,0.3278,0.0107,1.0348,0.0155,0.2343,0.0043,0.3741,0.0557,7
uncertainty_halt_policy,delayed_escalation,drawer_retrieval,perception_glitch,0.5,0.0345,0.3095,0.0371,0.0765,0.0123,0.131,0.0353,0.0612,0.0164,0.2075,0.0325,0.2466,0.0248,0.3448,0.0145,0.8314,0.0092,0.2391,0.0036,0.2602,0.0439,7
uncertainty_halt_policy,delayed_escalation,drawer_retrieval,precondition_drift,0.4439,0.0449,0.3333,0.0527,0.1071,0.0292,0.1854,0.0429,0.0612,0.0257,0.2041,0.0505,0.2245,0.0479,0.3449,0.0124,0.8611,0.0179,0.2371,0.006,0.284,0.0927,7
uncertainty_halt_policy,delayed_escalation,drawer_retrieval,recovery_budget_exhaustion,0.4048,0.0378,0.2687,0.0441,0.1344,0.03,0.2228,0.0258,0.0697,0.0129,0.1922,0.0332,0.1786,0.026,0.3342,0.0091,0.9183,0.0137,0.231,0.006,0.318,0.0578,7
uncertainty_halt_policy,delayed_escalation,drawer_retrieval,subgoal_drift,0.4184,0.0412,0.2976,0.0461,0.1463,0.0208,0.2024,0.0239,0.0544,0.0168,0.2092,0.0321,0.233,0.0283,0.3336,0.0084,0.873,0.008,0.2326,0.0058,0.2993,0.0671,7
uncertainty_halt_policy,delayed_escalation,mobile_manip_delivery,actuator_slip,0.5136,0.0418,0.3282,0.0598,0.0544,0.0143,0.1412,0.0294,0.0612,0.018,0.2041,0.0119,0.2364,0.0537,0.3318,0.0101,0.8639,0.0141,0.2346,0.0041,0.2211,0.0283,7
uncertainty_halt_policy,delayed_escalation,mobile_manip_delivery,contact_instability,0.4558,0.0493,0.3333,0.0447,0.1003,0.0426,0.1667,0.0417,0.0816,0.0271,0.1752,0.0278,0.2636,0.0372,0.3421,0.0093,0.9249,0.0093,0.2413,0.0062,0.2687,0.0356,7
uncertainty_halt_policy,delayed_escalation,mobile_manip_delivery,cross_level_cascading_failure,0.2976,0.026,0.3214,0.0401,0.1837,0.016,0.2755,0.0436,0.068,0.0243,0.2024,0.0297,0.1956,0.0196,0.3452,0.0105,1.0674,0.0164,0.231,0.0037,0.4303,0.0465,7
uncertainty_halt_policy,delayed_escalation,mobile_manip_delivery,perception_glitch,0.4745,0.0697,0.3248,0.0344,0.0901,0.0238,0.148,0.0296,0.0595,0.0306,0.216,0.0362,0.2551,0.0529,0.3385,0.0136,0.8479,0.0161,0.2379,0.0084,0.2296,0.0963,7
uncertainty_halt_policy,delayed_escalation,mobile_manip_delivery,precondition_drift,0.4337,0.0278,0.3061,0.0641,0.131,0.0326,0.1735,0.0292,0.0697,0.0312,0.2075,0.0329,0.2551,0.0133,0.3425,0.0065,0.8615,0.0141,0.2411,0.0074,0.3095,0.0306,7
uncertainty_halt_policy,delayed_escalation,mobile_manip_delivery,recovery_budget_exhaustion,0.3793,0.0535,0.3248,0.0434,0.1173,0.02,0.1973,0.0345,0.0595,0.0249,0.1871,0.0383,0.1786,0.0467,0.3291,0.0165,0.9469,0.0213,0.2311,0.0078,0.3469,0.0537,7
uncertainty_halt_policy,delayed_escalation,mobile_manip_delivery,subgoal_drift,0.3963,0.0723,0.2959,0.032,0.1241,0.0333,0.1531,0.0156,0.0663,0.0321,0.2092,0.0133,0.2347,0.0282,0.3399,0.0096,0.8756,0.008,0.2365,0.0068,0.3146,0.085,7
uncertainty_halt_policy,delayed_escalation,peg_assembly,actuator_slip,0.4915,0.0665,0.2925,0.0209,0.0833,0.0088,0.1412,0.0241,0.0612,0.0094,0.1871,0.0132,0.2432,0.0443,0.3307,0.0137,0.8655,0.0129,0.2308,0.0045,0.2143,0.0658,7
uncertainty_halt_policy,delayed_escalation,peg_assembly,contact_instability,0.4626,0.0312,0.3299,0.038,0.1276,0.0195,0.182,0.0258,0.0663,0.0047,0.2143,0.0288,0.2568,0.0485,0.3372,0.0122,0.931,0.0135,0.2379,0.0043,0.2772,0.0273,7
uncertainty_halt_policy,delayed_escalation,peg_assembly,cross_level_cascading_failure,0.2993,0.0457,0.3452,0.0228,0.165,0.0236,0.2738,0.0496,0.0918,0.015,0.2007,0.0354,0.2687,0.0243,0.3372,0.0123,1.0673,0.0106,0.2402,0.0067,0.4099,0.0822,7
uncertainty_halt_policy,delayed_escalation,peg_assembly,perception_glitch,0.4643,0.0314,0.3248,0.0437,0.0833,0.0297,0.1531,0.0187,0.0408,0.0259,0.2058,0.0387,0.2415,0.0619,0.3346,0.0104,0.8519,0.0204,0.229,0.0047,0.2534,0.0313,7
uncertainty_halt_policy,delayed_escalation,peg_assembly,precondition_drift,0.3946,0.0523,0.3486,0.0268,0.1259,0.0309,0.1905,0.0197,0.0901,0.0168,0.2228,0.0413,0.25,0.0326,0.3433,0.0082,0.8793,0.0083,0.2368,0.0102,0.3044,0.0615,7
uncertainty_halt_policy,delayed_escalation,peg_assembly,recovery_budget_exhaustion,0.3248,0.044,0.2942,0.0304,0.1241,0.0221,0.2245,0.0365,0.0714,0.0228,0.2143,0.0184,0.2194,0.0287,0.3369,0.0075,0.9522,0.0131,0.236,0.0064,0.4048,0.0777,7
uncertainty_halt_policy,delayed_escalation,peg_assembly,subgoal_drift,0.3776,0.0528,0.3588,0.0324,0.1735,0.0416,0.1735,0.0313,0.0612,0.0257,0.1735,0.0337,0.2245,0.0396,0.3301,0.0049,0.8937,0.0241,0.2321,0.0038,0.3486,0.0701,7
uncertainty_halt_policy,delayed_escalation,tool_use_sequence,actuator_slip,0.5204,0.0457,0.3061,0.039,0.0578,0.0148,0.1327,0.0365,0.0442,0.0141,0.1667,0.0297,0.1956,0.0341,0.3406,0.0164,0.862,0.0135,0.2426,0.0053,0.2415,0.0582,7
uncertainty_halt_policy,delayed_escalation,tool_use_sequence,contact_instability,0.4677,0.0422,0.3044,0.072,0.0918,0.022,0.1599,0.0301,0.0595,0.0197,0.1888,0.0156,0.2704,0.0321,0.3461,0.0107,0.9144,0.0126,0.2325,0.0096,0.2602,0.0651,7
uncertainty_halt_policy,delayed_escalation,tool_use_sequence,cross_level_cascading_failure,0.3265,0.0562,0.3248,0.0602,0.216,0.0271,0.2721,0.0336,0.0782,0.0175,0.1922,0.02,0.2279,0.0285,0.338,0.0087,1.0555,0.0086,0.2393,0.0041,0.4133,0.0545,7
uncertainty_halt_policy,delayed_escalation,tool_use_sequence,perception_glitch,0.4813,0.019,0.3044,0.0283,0.0901,0.0227,0.1378,0.0341,0.0391,0.0132,0.2007,0.0281,0.2534,0.0237,0.3375,0.0102,0.8609,0.0047,0.2346,0.0065,0.2687,0.0238,7
uncertainty_halt_policy,delayed_escalation,tool_use_sequence,precondition_drift,0.4388,0.0399,0.3299,0.034,0.1548,0.0274,0.1565,0.0246,0.0629,0.0189,0.2228,0.0366,0.2687,0.037,0.3451,0.0095,0.8762,0.0089,0.2334,0.0063,0.2721,0.0593,7
uncertainty_halt_policy,delayed_escalation,tool_use_sequence,recovery_budget_exhaustion,0.3435,0.0393,0.2823,0.049,0.1327,0.023,0.2262,0.0345,0.0527,0.0183,0.2126,0.0336,0.2109,0.0329,0.3371,0.0098,0.9545,0.01,0.2342,0.0064,0.4014,0.0287,7
uncertainty_halt_policy,delayed_escalation,tool_use_sequence,subgoal_drift,0.4184,0.0487,0.3299,0.048,0.182,0.0167,0.1752,0.0393,0.0935,0.02,0.1905,0.0367,0.2517,0.0236,0.3267,0.0122,0.883,0.0093,0.238,0.0076,0.3044,0.0446,7
uncertainty_halt_policy,low_level_perturbation,bimanual_handoff,actuator_slip,0.4796,0.039,0.3724,0.0208,0.068,0.0111,0.1207,0.0412,0.0782,0.016,0.1854,0.0264,0.2874,0.0476,0.3818,0.0133,0.7907,0.0136,0.2448,0.0061,0.2636,0.0508,7
uncertainty_halt_policy,low_level_perturbation,bimanual_handoff,contact_instability,0.4592,0.0333,0.3435,0.0285,0.0833,0.0288,0.1565,0.0164,0.0986,0.0329,0.2092,0.0259,0.3129,0.0506,0.3731,0.0098,0.8383,0.0089,0.2418,0.0056,0.2925,0.036,7
uncertainty_halt_policy,low_level_perturbation,bimanual_handoff,cross_level_cascading_failure,0.3571,0.0364,0.3605,0.04,0.1514,0.0309,0.2211,0.0341,0.0629,0.0122,0.1922,0.0271,0.2823,0.0413,0.3851,0.0067,0.9291,0.0075,0.2457,0.0084,0.3503,0.0435,7
uncertainty_halt_policy,low_level_perturbation,bimanual_handoff,perception_glitch,0.4575,0.0215,0.4133,0.0373,0.0765,0.0254,0.1259,0.0283,0.0578,0.0139,0.182,0.0287,0.3299,0.0457,0.3814,0.0119,0.7726,0.0185,0.2451,0.004,0.3146,0.0391,7
