method,split,task,regime,mean_success,ci95_success,mean_containment_rate,ci95_containment_rate,mean_state_corruption,ci95_state_corruption,mean_cascade_rate,ci95_cascade_rate,mean_damage,ci95_damage,mean_false_halt,ci95_false_halt,mean_recovery_success,ci95_recovery_success,mean_escalation_precision,ci95_escalation_precision,mean_containment_latency,ci95_containment_latency,mean_recovery_cost,ci95_recovery_cost,mean_regret_to_oracle,ci95_regret_to_oracle,groups
option_termination_monitor,mid_level_subgoal_shift,mobile_manip_delivery,perception_glitch,0.5187,0.037,0.4422,0.0376,0.0884,0.0143,0.1139,0.0475,0.0425,0.0221,0.182,0.0182,0.3503,0.0341,0.3791,0.0066,0.7012,0.0107,0.2288,0.0063,0.2398,0.0508,7
option_termination_monitor,mid_level_subgoal_shift,mobile_manip_delivery,precondition_drift,0.5204,0.0474,0.4133,0.0325,0.1105,0.0189,0.1446,0.0224,0.0629,0.0098,0.1701,0.0232,0.381,0.0507,0.3726,0.0092,0.7335,0.0164,0.2242,0.0086,0.2483,0.0462,7
option_termination_monitor,mid_level_subgoal_shift,mobile_manip_delivery,recovery_budget_exhaustion,0.4694,0.0317,0.4048,0.0441,0.1241,0.0254,0.1565,0.0399,0.0442,0.0159,0.1616,0.036,0.3452,0.0349,0.3832,0.0135,0.7736,0.0053,0.2338,0.0076,0.284,0.057,7
option_termination_monitor,mid_level_subgoal_shift,mobile_manip_delivery,subgoal_drift,0.5017,0.0409,0.398,0.0394,0.1105,0.0273,0.1429,0.0228,0.0493,0.0139,0.1684,0.0206,0.3316,0.0487,0.3781,0.0111,0.7274,0.0245,0.2291,0.0085,0.2177,0.0591,7
option_termination_monitor,mid_level_subgoal_shift,peg_assembly,actuator_slip,0.5595,0.0455,0.4184,0.02,0.051,0.0282,0.0969,0.0206,0.0561,0.0122,0.2041,0.0347,0.3793,0.0421,0.3766,0.008,0.7241,0.0118,0.2299,0.0042,0.1769,0.0457,7
option_termination_monitor,mid_level_subgoal_shift,peg_assembly,contact_instability,0.5034,0.0202,0.398,0.019,0.0969,0.018,0.1344,0.0243,0.051,0.0132,0.199,0.0268,0.3469,0.0372,0.3822,0.0051,0.7737,0.0112,0.2318,0.0065,0.2177,0.0503,7
option_termination_monitor,mid_level_subgoal_shift,peg_assembly,cross_level_cascading_failure,0.4201,0.0132,0.3997,0.0438,0.1565,0.0402,0.2007,0.052,0.068,0.0202,0.1871,0.0253,0.3316,0.0421,0.3852,0.0071,0.885,0.0134,0.2273,0.006,0.301,0.0258,7
option_termination_monitor,mid_level_subgoal_shift,peg_assembly,perception_glitch,0.5595,0.048,0.4133,0.0366,0.0663,0.0196,0.1259,0.0238,0.0629,0.0122,0.1599,0.0175,0.3776,0.0482,0.3784,0.0124,0.7218,0.0169,0.2272,0.0075,0.1701,0.0657,7
option_termination_monitor,mid_level_subgoal_shift,peg_assembly,precondition_drift,0.4864,0.0663,0.4405,0.0279,0.102,0.0363,0.1293,0.0156,0.0612,0.023,0.2024,0.0249,0.3776,0.0434,0.3926,0.0072,0.7237,0.0118,0.2281,0.0092,0.2857,0.0687,7
option_termination_monitor,mid_level_subgoal_shift,peg_assembly,recovery_budget_exhaustion,0.4677,0.0573,0.4167,0.0404,0.1173,0.0262,0.1514,0.0278,0.0391,0.0084,0.165,0.0172,0.2993,0.0379,0.3811,0.0133,0.7953,0.013,0.2251,0.0078,0.2296,0.0677,7
option_termination_monitor,mid_level_subgoal_shift,peg_assembly,subgoal_drift,0.4762,0.0453,0.4184,0.0376,0.1207,0.0307,0.1378,0.0227,0.0646,0.0112,0.1446,0.0379,0.3707,0.0402,0.3864,0.0075,0.7275,0.0185,0.2251,0.0103,0.2228,0.0552,7
option_termination_monitor,mid_level_subgoal_shift,tool_use_sequence,actuator_slip,0.5714,0.0394,0.4116,0.0321,0.0442,0.0174,0.0969,0.0303,0.0374,0.0164,0.1684,0.0236,0.369,0.0527,0.3748,0.0154,0.7239,0.013,0.2298,0.0058,0.1786,0.0461,7
option_termination_monitor,mid_level_subgoal_shift,tool_use_sequence,contact_instability,0.5289,0.0455,0.3878,0.0394,0.0748,0.0208,0.1599,0.0461,0.0527,0.0133,0.1803,0.0267,0.3469,0.0451,0.3822,0.0116,0.7538,0.0138,0.2283,0.0054,0.2092,0.0611,7
option_termination_monitor,mid_level_subgoal_shift,tool_use_sequence,cross_level_cascading_failure,0.4201,0.0615,0.3997,0.019,0.1395,0.0282,0.2075,0.0274,0.0765,0.0329,0.1752,0.0359,0.3316,0.0448,0.3836,0.006,0.8849,0.0137,0.2334,0.0042,0.2942,0.0845,7
option_termination_monitor,mid_level_subgoal_shift,tool_use_sequence,perception_glitch,0.5204,0.0449,0.3741,0.0509,0.085,0.0219,0.119,0.0269,0.0408,0.0143,0.1752,0.0208,0.3384,0.0475,0.3816,0.0145,0.7087,0.0139,0.2333,0.0054,0.2194,0.0463,7
option_termination_monitor,mid_level_subgoal_shift,tool_use_sequence,precondition_drift,0.4966,0.0741,0.4167,0.0374,0.0969,0.0213,0.1207,0.0206,0.0527,0.0143,0.1803,0.032,0.3078,0.0312,0.3734,0.01,0.715,0.0142,0.2268,0.0036,0.2534,0.0899,7
option_termination_monitor,mid_level_subgoal_shift,tool_use_sequence,recovery_budget_exhaustion,0.466,0.0479,0.3997,0.0305,0.0969,0.0139,0.1599,0.0196,0.0748,0.0296,0.1565,0.0164,0.3418,0.0287,0.3885,0.0101,0.7894,0.021,0.2266,0.0068,0.2687,0.0666,7
option_termination_monitor,mid_level_subgoal_shift,tool_use_sequence,subgoal_drift,0.5238,0.0426,0.4252,0.0496,0.1378,0.0175,0.131,0.0374,0.0459,0.0236,0.1599,0.016,0.3146,0.0317,0.3715,0.0104,0.7263,0.0063,0.2314,0.0102,0.1939,0.0589,7
option_termination_monitor,nominal,bimanual_handoff,actuator_slip,0.6071,0.0349,0.4303,0.0505,0.0595,0.0204,0.0918,0.0195,0.0391,0.015,0.148,0.0259,0.4048,0.0334,0.4433,0.0061,0.6671,0.0087,0.2324,0.0056,0.1684,0.0476,7
option_termination_monitor,nominal,bimanual_handoff,contact_instability,0.5425,0.0514,0.466,0.0362,0.0595,0.0306,0.1224,0.0273,0.0425,0.0112,0.1616,0.0329,0.3929,0.0478,0.4323,0.011,0.7008,0.006,0.2359,0.0067,0.1973,0.06,7
option_termination_monitor,nominal,bimanual_handoff,cross_level_cascading_failure,0.5051,0.0381,0.4354,0.0321,0.0935,0.0241,0.1378,0.0301,0.0391,0.0141,0.1378,0.0215,0.3639,0.0469,0.4444,0.0094,0.7678,0.0117,0.2318,0.0043,0.2347,0.0359,7
option_termination_monitor,nominal,bimanual_handoff,perception_glitch,0.5748,0.0325,0.4371,0.0273,0.0595,0.0233,0.0986,0.0174,0.0442,0.0141,0.1531,0.0148,0.3878,0.048,0.4477,0.0075,0.646,0.0112,0.2338,0.008,0.2041,0.0351,7
option_termination_monitor,nominal,bimanual_handoff,precondition_drift,0.5136,0.0482,0.4388,0.0703,0.0663,0.0287,0.1139,0.0175,0.0391,0.0167,0.1327,0.0094,0.369,0.0288,0.442,0.0093,0.6554,0.0102,0.2351,0.0066,0.2449,0.0485,7
option_termination_monitor,nominal,bimanual_handoff,recovery_budget_exhaustion,0.5255,0.0316,0.4456,0.0623,0.0816,0.0206,0.1667,0.0255,0.0612,0.0148,0.1241,0.0283,0.3588,0.0479,0.4402,0.0089,0.7073,0.0125,0.2378,0.0065,0.2262,0.0349,7
option_termination_monitor,nominal,bimanual_handoff,subgoal_drift,0.5323,0.0337,0.4167,0.0342,0.0901,0.0278,0.1293,0.0324,0.0527,0.0175,0.1122,0.0435,0.3929,0.0464,0.4449,0.0108,0.6598,0.0099,0.2363,0.007,0.199,0.041,7
option_termination_monitor,nominal,drawer_retrieval,actuator_slip,0.5782,0.0438,0.4201,0.0355,0.0289,0.0086,0.0782,0.0259,0.0442,0.0111,0.1718,0.0296,0.3929,0.0478,0.4443,0.0128,0.6317,0.0096,0.2306,0.0069,0.1378,0.0514,7
option_termination_monitor,nominal,drawer_retrieval,contact_instability,0.5918,0.0422,0.4252,0.0524,0.0714,0.0204,0.1224,0.0282,0.0578,0.0119,0.1429,0.021,0.3878,0.0274,0.443,0.0117,0.6631,0.0153,0.2305,0.0065,0.1905,0.0615,7
option_termination_monitor,nominal,drawer_retrieval,cross_level_cascading_failure,0.4898,0.0379,0.4439,0.038,0.1139,0.0305,0.1922,0.032,0.0765,0.0152,0.1156,0.0253,0.3878,0.0209,0.4431,0.0091,0.7563,0.011,0.2371,0.0078,0.2381,0.0725,7
option_termination_monitor,nominal,drawer_retrieval,perception_glitch,0.5952,0.0483,0.449,0.0455,0.0323,0.0182,0.1122,0.0254,0.0391,0.0208,0.148,0.0274,0.4099,0.0531,0.4529,0.009,0.6421,0.0147,0.2386,0.0044,0.182,0.0501,7
option_termination_monitor,nominal,drawer_retrieval,precondition_drift,0.5408,0.0254,0.4456,0.0485,0.0782,0.0168,0.1037,0.0296,0.0306,0.0168,0.1514,0.0248,0.3912,0.0406,0.4405,0.008,0.6424,0.0147,0.2355,0.0048,0.2194,0.0345,7
option_termination_monitor,nominal,drawer_retrieval,recovery_budget_exhaustion,0.5306,0.0546,0.4235,0.0349,0.0697,0.0267,0.1378,0.0356,0.0289,0.0086,0.1139,0.0317,0.3707,0.051,0.4391,0.0075,0.7066,0.0141,0.2347,0.0034,0.2279,0.0523,7
option_termination_monitor,nominal,drawer_retrieval,subgoal_drift,0.5714,0.0297,0.5085,0.0466,0.0748,0.0226,0.1003,0.0317,0.0289,0.016,0.1327,0.0139,0.4065,0.0294,0.4513,0.0086,0.6578,0.0162,0.2299,0.0034,0.2075,0.0511,7
option_termination_monitor,nominal,mobile_manip_delivery,actuator_slip,0.5952,0.0598,0.4354,0.0685,0.0408,0.0209,0.1173,0.0294,0.034,0.0193,0.1667,0.0279,0.3418,0.0363,0.4403,0.0116,0.6531,0.0139,0.2321,0.0082,0.1684,0.0904,7
option_termination_monitor,nominal,mobile_manip_delivery,contact_instability,0.534,0.0362,0.4592,0.0384,0.0646,0.0133,0.131,0.0184,0.0493,0.0148,0.148,0.0168,0.4065,0.0372,0.4424,0.0074,0.6944,0.0123,0.2278,0.0066,0.2466,0.0571,7
option_termination_monitor,nominal,mobile_manip_delivery,cross_level_cascading_failure,0.5102,0.023,0.4643,0.0527,0.0952,0.0353,0.1276,0.0159,0.0731,0.0246,0.1378,0.0152,0.3827,0.0369,0.4445,0.0116,0.7608,0.0147,0.2288,0.002,0.25,0.0562,7
option_termination_monitor,nominal,mobile_manip_delivery,perception_glitch,0.585,0.0439,0.4677,0.0471,0.0612,0.0454,0.0935,0.0148,0.0374,0.0193,0.1514,0.022,0.4099,0.0516,0.4416,0.0089,0.624,0.0131,0.2309,0.0072,0.1429,0.0529,7
option_termination_monitor,nominal,mobile_manip_delivery,precondition_drift,0.5493,0.0525,0.4014,0.0268,0.0714,0.0184,0.1088,0.0129,0.0357,0.0233,0.1395,0.0248,0.3639,0.0349,0.4501,0.0063,0.6523,0.014,0.2381,0.0113,0.2194,0.058,7
option_termination_monitor,nominal,mobile_manip_delivery,recovery_budget_exhaustion,0.5119,0.0367,0.4337,0.0254,0.0782,0.0233,0.1378,0.0238,0.0306,0.0183,0.1531,0.0285,0.3537,0.0397,0.4419,0.0096,0.6868,0.0084,0.2352,0.0064,0.2313,0.0543,7
option_termination_monitor,nominal,mobile_manip_delivery,subgoal_drift,0.5391,0.0291,0.4082,0.0237,0.0612,0.0164,0.1105,0.0237,0.034,0.0094,0.1293,0.0213,0.3912,0.05,0.4579,0.0079,0.6414,0.0096,0.2301,0.0031,0.1956,0.0441,7
option_termination_monitor,nominal,peg_assembly,actuator_slip,0.585,0.0439,0.4592,0.0345,0.0459,0.0107,0.0952,0.0401,0.0323,0.0111,0.1361,0.0196,0.4048,0.0401,0.4522,0.0106,0.6498,0.0032,0.2347,0.007,0.1871,0.0637,7
option_termination_monitor,nominal,peg_assembly,contact_instability,0.5476,0.0297,0.4218,0.0429,0.0527,0.016,0.1156,0.0325,0.0442,0.0189,0.1241,0.0183,0.3571,0.0161,0.4483,0.0178,0.688,0.0116,0.2379,0.0081,0.1973,0.0461,7
option_termination_monitor,nominal,peg_assembly,cross_level_cascading_failure,0.4694,0.0352,0.4473,0.0469,0.0884,0.0274,0.1752,0.0304,0.0578,0.0094,0.119,0.0191,0.3673,0.0303,0.4415,0.0172,0.7861,0.0114,0.2304,0.0093,0.2381,0.065,7
option_termination_monitor,nominal,peg_assembly,perception_glitch,0.5833,0.0628,0.4218,0.0196,0.068,0.0214,0.0748,0.0141,0.0357,0.0169,0.1412,0.0285,0.3878,0.0488,0.4454,0.012,0.6548,0.0198,0.2354,0.0092,0.1531,0.0639,7
option_termination_monitor,nominal,peg_assembly,precondition_drift,0.5629,0.0182,0.4099,0.0426,0.0816,0.0267,0.0901,0.0292,0.051,0.0122,0.1497,0.0221,0.3418,0.0511,0.4489,0.0174,0.6582,0.013,0.2312,0.0054,0.1633,0.0606,7
option_termination_monitor,nominal,peg_assembly,recovery_budget_exhaustion,0.5238,0.0398,0.4388,0.032,0.0969,0.0156,0.1378,0.0287,0.0646,0.0274,0.1463,0.0291,0.3622,0.0283,0.4444,0.0096,0.7037,0.0188,0.2339,0.0042,0.1956,0.0546,7
option_termination_monitor,nominal,peg_assembly,subgoal_drift,0.517,0.0435,0.4388,0.0601,0.0714,0.0204,0.1139,0.0349,0.0306,0.01,0.1276,0.0132,0.3895,0.0488,0.4482,0.0146,0.6663,0.0096,0.2289,0.003,0.2143,0.0813,7
option_termination_monitor,nominal,tool_use_sequence,actuator_slip,0.6088,0.0525,0.415,0.032,0.0459,0.0262,0.1037,0.034,0.0595,0.0197,0.1497,0.0333,0.415,0.0492,0.433,0.0125,0.668,0.0157,0.2288,0.004,0.182,0.0705,7
option_termination_monitor,nominal,tool_use_sequence,contact_instability,0.5493,0.0332,0.4354,0.0387,0.0646,0.0152,0.1122,0.0296,0.0391,0.0167,0.1497,0.0264,0.381,0.0326,0.4473,0.008,0.6782,0.0152,0.2296,0.0032,0.2262,0.0438,7
option_termination_monitor,nominal,tool_use_sequence,cross_level_cascading_failure,0.4694,0.0341,0.4388,0.0246,0.0952,0.0088,0.165,0.0343,0.051,0.0067,0.1871,0.0313,0.352,0.0175,0.4552,0.0114,0.7756,0.0134,0.2342,0.006,0.2483,0.0459,7
option_termination_monitor,nominal,tool_use_sequence,perception_glitch,0.5935,0.0156,0.4473,0.0203,0.0544,0.0168,0.0918,0.0403,0.0289,0.0143,0.1276,0.0273,0.3759,0.0356,0.44,0.0051,0.6417,0.017,0.2359,0.0074,0.1582,0.0533,7
option_termination_monitor,nominal,tool_use_sequence,precondition_drift,0.5629,0.0189,0.4541,0.0393,0.0799,0.0243,0.1122,0.0301,0.0476,0.0222,0.1173,0.0119,0.3741,0.0391,0.4434,0.0118,0.6494,0.012,0.2344,0.009,0.1514,0.0413,7
option_termination_monitor,nominal,tool_use_sequence,recovery_budget_exhaustion,0.5255,0.0389,0.4813,0.0475,0.0765,0.0296,0.1497,0.0292,0.0442,0.0159,0.1446,0.018,0.3571,0.0371,0.4456,0.0114,0.6974,0.0164,0.2351,0.0069,0.2347,0.0282,7
option_termination_monitor,nominal,tool_use_sequence,subgoal_drift,0.4932,0.0259,0.432,0.0498,0.1139,0.0292,0.1088,0.0257,0.0323,0.0067,0.1224,0.0189,0.369,0.0249,0.4399,0.0087,0.65,0.0151,0.2306,0.0062,0.2517,0.0365,7
oracle_containment_supervisor,combined_cascade_stress,bimanual_handoff,actuator_slip,0.7228,0.0291,0.665,0.0528,0.0068,0.0069,0.0697,0.0236,0.0017,0.0033,0.2007,0.0379,0.4592,0.0349,0.6197,0.0083,0.6625,0.0164,0.2352,0.0088,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,bimanual_handoff,contact_instability,0.7449,0.0259,0.6122,0.0317,0.0068,0.0069,0.0544,0.019,0.0085,0.0067,0.1599,0.0301,0.4745,0.0328,0.6169,0.0056,0.7084,0.0105,0.2346,0.0061,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,bimanual_handoff,cross_level_cascading_failure,0.7211,0.0292,0.6344,0.0741,0.0238,0.0102,0.0799,0.0268,0.017,0.0112,0.1582,0.0243,0.4762,0.0326,0.6171,0.0117,0.8781,0.0081,0.2316,0.0064,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,bimanual_handoff,perception_glitch,0.7619,0.0255,0.6463,0.0406,0.0102,0.0094,0.0731,0.02,0.0034,0.0067,0.1769,0.0386,0.4575,0.037,0.6265,0.009,0.6204,0.014,0.2343,0.0064,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,bimanual_handoff,precondition_drift,0.7313,0.0313,0.6395,0.0359,0.0034,0.0043,0.0663,0.0183,0.0085,0.0084,0.1259,0.0183,0.4881,0.0297,0.6212,0.0053,0.6551,0.0081,0.2297,0.0066,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,bimanual_handoff,recovery_budget_exhaustion,0.6837,0.0325,0.6378,0.0363,0.0136,0.0061,0.0867,0.0214,0.0119,0.0088,0.1752,0.0304,0.3861,0.0287,0.6226,0.0081,0.7329,0.0091,0.2352,0.0127,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,bimanual_handoff,subgoal_drift,0.7041,0.0347,0.5986,0.0348,0.0085,0.0084,0.0867,0.0263,0.0085,0.0098,0.1514,0.0317,0.4864,0.0424,0.6293,0.0162,0.6774,0.0079,0.2346,0.0041,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,drawer_retrieval,actuator_slip,0.7466,0.0317,0.6497,0.0689,0.0,0.0,0.068,0.0329,0.0034,0.0043,0.165,0.0439,0.4609,0.0434,0.6175,0.0093,0.6115,0.006,0.2376,0.0063,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,drawer_retrieval,contact_instability,0.7602,0.0528,0.6378,0.0463,0.0051,0.0069,0.068,0.0182,0.0051,0.0047,0.1769,0.0187,0.4082,0.0393,0.6193,0.0152,0.6798,0.0134,0.2298,0.0054,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,drawer_retrieval,cross_level_cascading_failure,0.7024,0.0244,0.6293,0.0236,0.0289,0.0168,0.0663,0.0196,0.0085,0.0067,0.1259,0.0047,0.4235,0.0394,0.6222,0.0117,0.8443,0.0103,0.2329,0.0048,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,drawer_retrieval,perception_glitch,0.7704,0.0446,0.6395,0.0675,0.0017,0.0033,0.068,0.0226,0.0017,0.0033,0.1735,0.0394,0.4456,0.0557,0.6256,0.0139,0.6079,0.0207,0.2305,0.0062,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,drawer_retrieval,precondition_drift,0.7449,0.0309,0.631,0.0334,0.0051,0.0069,0.0748,0.0174,0.0068,0.0069,0.1514,0.0226,0.4524,0.0342,0.614,0.0073,0.6208,0.0121,0.2314,0.0059,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,drawer_retrieval,recovery_budget_exhaustion,0.7296,0.0524,0.6395,0.0383,0.017,0.0112,0.0714,0.0322,0.0034,0.0043,0.1582,0.0253,0.4439,0.0363,0.6165,0.009,0.7024,0.0125,0.2328,0.0052,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,drawer_retrieval,subgoal_drift,0.7313,0.037,0.6633,0.038,0.0102,0.0061,0.0867,0.0258,0.0034,0.0043,0.1429,0.0239,0.4626,0.0573,0.6152,0.0122,0.6387,0.0137,0.2355,0.0039,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,mobile_manip_delivery,actuator_slip,0.7517,0.0257,0.6378,0.0301,0.0,0.0,0.0612,0.0241,0.0119,0.0125,0.1599,0.0432,0.4983,0.0386,0.622,0.0103,0.6296,0.005,0.2293,0.0065,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,mobile_manip_delivery,contact_instability,0.7602,0.0495,0.6276,0.049,0.017,0.0133,0.0765,0.0209,0.0068,0.0069,0.1769,0.0389,0.4473,0.0426,0.6275,0.0102,0.6976,0.0168,0.2316,0.0074,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,mobile_manip_delivery,cross_level_cascading_failure,0.6973,0.0227,0.6122,0.0175,0.0238,0.0072,0.0714,0.0144,0.0102,0.0094,0.1616,0.0384,0.415,0.0365,0.6088,0.0077,0.8555,0.016,0.2309,0.007,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,mobile_manip_delivery,perception_glitch,0.767,0.0254,0.6003,0.0377,0.0204,0.015,0.0391,0.0098,0.0017,0.0033,0.1684,0.043,0.4677,0.0449,0.6255,0.0147,0.6133,0.0118,0.2299,0.0025,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,mobile_manip_delivery,precondition_drift,0.7466,0.0237,0.6463,0.0615,0.0102,0.0094,0.068,0.0182,0.0085,0.0098,0.1803,0.0139,0.4507,0.0276,0.6181,0.0074,0.6449,0.0221,0.2383,0.0063,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,mobile_manip_delivery,recovery_budget_exhaustion,0.7364,0.0415,0.6088,0.0379,0.0153,0.0043,0.0969,0.0271,0.0085,0.0098,0.1735,0.0317,0.4813,0.0317,0.6239,0.0101,0.7284,0.0212,0.2327,0.0031,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,mobile_manip_delivery,subgoal_drift,0.7126,0.0213,0.5901,0.0254,0.0238,0.0125,0.0748,0.0167,0.0119,0.0102,0.1616,0.0426,0.4575,0.037,0.6171,0.0101,0.6552,0.0162,0.2315,0.0032,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,peg_assembly,actuator_slip,0.7177,0.0455,0.6293,0.0421,0.0034,0.0043,0.0595,0.0184,0.0051,0.0047,0.1752,0.015,0.4626,0.0276,0.6082,0.0087,0.6466,0.0152,0.2381,0.0032,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,peg_assembly,contact_instability,0.7415,0.0425,0.5986,0.0471,0.0068,0.01,0.0527,0.0175,0.0051,0.0069,0.131,0.0356,0.4575,0.0446,0.619,0.007,0.7171,0.0131,0.2245,0.0051,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,peg_assembly,cross_level_cascading_failure,0.7143,0.0364,0.6293,0.0365,0.0204,0.0174,0.0816,0.0236,0.0034,0.0043,0.1412,0.0172,0.4184,0.0497,0.6181,0.0095,0.8678,0.0115,0.2375,0.0075,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,peg_assembly,perception_glitch,0.7449,0.0296,0.6139,0.016,0.0102,0.0061,0.068,0.0195,0.0017,0.0033,0.1905,0.0404,0.4677,0.0363,0.6212,0.0057,0.6257,0.0086,0.2316,0.0078,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,peg_assembly,precondition_drift,0.7534,0.0437,0.6224,0.0333,0.0153,0.0084,0.0629,0.0182,0.0068,0.0086,0.165,0.0107,0.483,0.0438,0.6209,0.0077,0.6547,0.0137,0.2297,0.0101,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,peg_assembly,recovery_budget_exhaustion,0.7194,0.036,0.6327,0.0262,0.0119,0.0088,0.0833,0.0314,0.0068,0.0086,0.1446,0.0219,0.4048,0.0314,0.6139,0.0061,0.7289,0.0143,0.229,0.0095,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,peg_assembly,subgoal_drift,0.682,0.0167,0.6446,0.0339,0.0255,0.0119,0.0612,0.0129,0.0102,0.0107,0.1769,0.0219,0.4609,0.0428,0.6186,0.0096,0.6602,0.0112,0.2296,0.007,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,tool_use_sequence,actuator_slip,0.7585,0.0422,0.619,0.0401,0.0051,0.0069,0.0901,0.0183,0.0051,0.0069,0.1633,0.03,0.4575,0.0264,0.6284,0.0105,0.6411,0.0124,0.2339,0.0079,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,tool_use_sequence,contact_instability,0.7432,0.0345,0.619,0.0455,0.0085,0.0084,0.0595,0.0191,0.0034,0.0043,0.1616,0.0274,0.4592,0.0341,0.6223,0.0087,0.703,0.0058,0.2378,0.0053,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,tool_use_sequence,cross_level_cascading_failure,0.7177,0.0452,0.6003,0.0426,0.0187,0.0168,0.0901,0.019,0.0034,0.0043,0.1667,0.0322,0.4082,0.0443,0.6232,0.0068,0.8659,0.0154,0.2334,0.0052,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,tool_use_sequence,perception_glitch,0.7296,0.0619,0.6446,0.0339,0.0034,0.0043,0.0595,0.0197,0.0051,0.0047,0.1718,0.0123,0.4796,0.0466,0.6209,0.0105,0.6178,0.0052,0.2342,0.0076,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,tool_use_sequence,precondition_drift,0.7483,0.0156,0.6276,0.0352,0.017,0.0047,0.0578,0.0187,0.0034,0.0067,0.1752,0.034,0.4371,0.0377,0.6133,0.0104,0.6397,0.0041,0.2325,0.0048,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,tool_use_sequence,recovery_budget_exhaustion,0.7517,0.0379,0.6395,0.049,0.0102,0.0094,0.0731,0.0119,0.0051,0.0047,0.1735,0.0143,0.4439,0.038,0.6174,0.0071,0.7296,0.013,0.2303,0.0046,0.0,0.0,7
oracle_containment_supervisor,combined_cascade_stress,tool_use_sequence,subgoal_drift,0.7517,0.0139,0.6531,0.0537,0.017,0.0168,0.0731,0.0139,0.0051,0.0069,0.1463,0.034,0.4728,0.0226,0.6212,0.0089,0.6618,0.0138,0.2316,0.0055,0.0,0.0,7
oracle_containment_supervisor,delayed_escalation,bimanual_handoff,actuator_slip,0.7704,0.0422,0.6616,0.0585,0.0136,0.0107,0.0425,0.0112,0.0034,0.0043,0.1718,0.0301,0.4864,0.0379,0.6435,0.0085,0.6057,0.0096,0.2352,0.007,0.0,0.0,7
oracle_containment_supervisor,delayed_escalation,bimanual_handoff,contact_instability,0.7245,0.0148,0.665,0.0365,0.0102,0.0061,0.0714,0.0161,0.0102,0.0061,0.1752,0.0387,0.4762,0.0297,0.6486,0.0109,0.6822,0.0098,0.2336,0.0066,0.0,0.0,7
oracle_containment_supervisor,delayed_escalation,bimanual_handoff,cross_level_cascading_failure,0.7041,0.053,0.6718,0.0301,0.0289,0.0168,0.0816,0.0094,0.0085,0.0084,0.1786,0.0274,0.4286,0.0524,0.6434,0.0097,0.8101,0.0113,0.2329,0.0064,0.0,0.0,7
oracle_containment_supervisor,delayed_escalation,bimanual_handoff,perception_glitch,0.7364,0.0386,0.6888,0.0473,0.0051,0.0069,0.0561,0.0182,0.0051,0.0069,0.1497,0.0254,0.4915,0.0309,0.6452,0.019,0.6025,0.0082,0.2393,0.006,0.0,0.0,7
oracle_containment_supervisor,delayed_escalation,bimanual_handoff,precondition_drift,0.7126,0.0448,0.6599,0.0209,0.0153,0.0111,0.0714,0.0244,0.0102,0.0061,0.1769,0.0164,0.4524,0.0467,0.6504,0.007,0.6296,0.0078,0.2379,0.0072,0.0,0.0,7
oracle_containment_supervisor,delayed_escalation,bimanual_handoff,recovery_budget_exhaustion,0.6939,0.0208,0.6293,0.0376,0.0221,0.0079,0.0561,0.0122,0.0085,0.0067,0.1514,0.0122,0.4422,0.0281,0.6549,0.0038,0.6993,0.013,0.2336,0.0069,0.0,0.0,7
